"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","body_�","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_single","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","features_�","battery_�","battery_charging","misc_colors","misc_models","misc_sar","misc_sar_eu","misc_price","tests_loudspeaker","main_camera_triple","selfie_camera_dual","battery_talk_time","battery_music_play","tests_performance","tests_display","tests_camera","tests_audio_quality","tests_battery_life","main_camera_dual","camera_�","battery_stand-by","network_gprs","network_edge","sound_�","features_browser","selfie_camera_�","sound_alert_types"
"Apple","Watch Edition 38mm (1st gen)","No cellular connectivity","N/A",,,,,"2014, September","Available. Released 2015, July","38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in)","55 g body (3.35 oz)","Glass front (Sapphire crystal), ceramic back, 18-karat yellow/rose gold frame","No","IPX7 water resistant up to 1 meter and 30 minutes","OLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm (~55.1% screen-to-body ratio)","340 x 272 pixels (~290 ppi density)","Sapphire crystal glass","3D Touch display  450 nits max brightness (advertised)","watchOS 1.0, upgradable to 4.3.2","Apple S1 (28 nm)","520 MHz Cortex-A7","PowerVR SGX543","No","8GB 512MB RAM",,,,,,,,"Yes","No","Wi-Fi 802.11 b/g/n","4.0, LE","No","Yes","No","No","Accelerometer, gyro, heart rate","Natural language commands and dictation","Non-removable Li-Ion 205 mAh battery (0.78 Wh)","Wireless charging","18-karat Rose Gold/White, Rose Gray Buckle18-karat Yellow Gold/Black, Red Buckle","A1553",,,"About 11000 EUR",,,,,,,,,,,,"No","Up to 18 h (mixed usage)","No","No",,,,
"Apple","Watch 42mm (1st gen)","No cellular connectivity","N/A",,,,,"2014, September","Available. Released 2015, April","42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in)","50 g body (2.82 oz)","Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame","No","IPX7 water resistant up to 1 meter and 30 minutes","OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm (~56.8% screen-to-body ratio)","390 x 312 pixels (~303 ppi density)","Sapphire crystal glass","3D Touch display  450 nits max brightness (advertised)","watchOS 1.0, upgradable to 4.3.2","Apple S1 (28 nm)","520 MHz Cortex-A7","PowerVR SGX543","No","8GB 512MB RAM",,,,,,,,"Yes","No","Wi-Fi 802.11 b/g/n","4.0, LE","No","Yes","No","No","Accelerometer, gyro, heart rate","Natural language commands and dictation","Non-removable Li-Ion 250 mAh battery (0.94 Wh)","Wireless charging","Stainless Steel/Red, White, Brown/Black/Blue/Marine Blue Buckle, Blue/Stone/White/Storm Gray Leather Loop, Silver/Space Black Milanese Loop, Link Bracelet, Space Black Stainless Steel/Black, Black Link Bracelet, Pearl Woven Nylon","A1554",,,"About 700 EUR",,,,,,,,,,,,"No","Up to 18 h (mixed usage)","No","No",,,,
"Apple","Watch 38mm (1st gen)","No cellular connectivity","N/A",,,,,"2014, September","Available. Released 2015, May","38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in)","40 g body (2.72 oz)","Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame","No","IPX7 water resistant up to 1 meter and 30 minutes","OLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm (~55.1% screen-to-body ratio)","340 x 272 pixels (~290 ppi density)","Sapphire crystal glass","3D Touch display  450 nits max brightness (advertised)","watchOS 1.0, upgradable to 4.3.2","Apple S1 (28 nm)","520 MHz Cortex-A7","PowerVR SGX543","No","8GB 512MB RAM",,,,,,,,"Yes","No","Wi-Fi 802.11 b/g/n","4.0, LE","No","Yes","No","No","Accelerometer, gyro, heart rate","Natural language commands and dictation","Non-removable Li-Ion 205 mAh battery (0.78 Wh)","Wireless charging","Stainless Steel/Red, White, Brown/Black/Blue/Red/Marigold/Jay Buckle, Blue/Stone Leather Loop, Silver/Space Black Milanese Loop, Link Bracelet, Space Black Stainless Steel/Black, Black Link Bracelet, Pearl Woven Nylon","A1553",,,"About 650 EUR",,,,,,,,,,,,"No","Up to 18 h (mixed usage)","No","No",,,,
"Apple","Watch Sport 42mm (1st gen)","No cellular connectivity","N/A",,,,,"2014, September","Available. Released 2015, April","42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in)","30 g body (2.47 oz)","Glass front, composite plastic back, aluminum frame","No","IPX7 water resistant up to 1 meter and 30 minutes","OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm (~57.2% screen-to-body ratio)","390 x 312 pixels (~302 ppi density)","Ion-X strengthened glass","3D Touch display  450 nits max brightness (advertised)","watchOS 1.0, upgradable to 4.3.2","Apple S1 (28 nm)","520 MHz Cortex-A7","PowerVR SGX543","No","8GB 512MB RAM",,,,,,,,"Yes","No","Wi-Fi 802.11 b/g/n","4.0, LE","No","Yes","No","No","Accelerometer, gyro, heart rate","Natural language commands and dictation","Non-removable Li-Ion 250 mAh battery (0.94 Wh)","Wireless charging","Silver/White, Orange, Blue; Gray/Black; Rose Gold/Lavender, Stone; Gold/White, Blue, Yellow, Apricot, Royal Blue, Pink/Royal Blue/Gold&Red/Black Woven Nylon","A1554",,,"About 250 EUR",,,,,,,,,,,,"No","Up to 18 h (mixed usage)","No","No",,,,
"Apple","Watch Sport 38mm (1st gen)","No cellular connectivity","N/A",,,,,"2014, September","Available. Released 2015, April","38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in)","25 g body (2.19 oz)","Glass front, composite plastic back, aluminum frame","No","IPX7 water resistant up to 1 meter and 30 minutes","OLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm (~55.1% screen-to-body ratio)","340 x 272 pixels (~290 ppi density)","Ion-X strengthened glass","3D Touch display  450 nits max brightness (advertised)","watchOS 1.0, upgradable to 4.3.2","Apple S1 (28 nm)","520 MHz Cortex-A7","PowerVR SGX543","No","8GB 512MB RAM",,,,,,,,"Yes","No","Wi-Fi 802.11 b/g/n","4.0, LE","No","Yes","No","No","Accelerometer, gyro, heart rate","Natural language commands and dictation","Non-removable Li-Ion 205 mAh battery (0.78 Wh)","Wireless charging","Silver/White, Orange, Blue; Gray/Black; Rose Gold/Lavender, Stone; Gold/White, Blue, Yellow, Apricot, Royal Blue, Pink/Royal Blue/Gold&Red/Black Woven Nylon","A1553",,,"About 250 EUR",,,,,,,,,,,,"No","Up to 18 h (mixed usage)","No","No",,,,
"Apple","iPad Air 2","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1700 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41 - A1567","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, October 16","Available. Released 2014, October 24","240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in)","437 g (Wi-Fi) / 444 g (3G/LTE) (15.41 oz)","Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 8.1, upgradable to iPadOS 13.4","Apple A8X (20 nm)","Triple-core 1.5 GHz Typhoon","PowerVR GXA6850 (octa-core graphics)","No","16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM",,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF","HDR","1080p@30fps, 720p@120fps, HDR, stereo sound rec.","1.2 MP, f/2.2, 31mm (standard)","face detection, HDR, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS (3G/LTE model only)",,"No","2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Siri natural language commands and dictation","Non-removable Li-Po 7340 mAh battery (27.62 Wh)",,"Space Gray, Silver, Gold","A1566, A1567",,,"About 440 EUR","Voice 75dB / Noise 70dB / Ring 78dB",,,"Up to 10 h (multimedia)",,"Basemark X: 29753","Contrast ratio: 1048 (nominal)","Photo / Video","Noise -93.9dB / Crosstalk -83.9dB",,,,,,,,,,
"Apple","iPad mini 3","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","1, 2, 3, 5, 7, 8, 18, 19, 20, 38, 39, 40 - A1601","HSDPA 850 / 900 / 1700 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26 - A1600","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, October","Available. Released 2014, October","200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in)","331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz)",,"Nano-SIM, eSIM",,"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm (~71.7% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)","Oleophobic coating",,"iOS 8.1, upgradable to iPadOS 12.4.6","Apple A7 (28 nm)","Dual-core 1.3 GHz Cyclone (ARM v8-based)","PowerVR G6430 (quad-core graphics)","No","16GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",,"5 MP, f/2.4, 32mm (standard), AF","HDR","1080p@30fps","1.2 MP","face detection, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",,"No","2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass","Siri natural language commands and dictation","Non-removable Li-Po 6470 mAh battery (24.3 Wh)",,"Space Gray/Black, Silver/White, Gold","A1599, A1600",,,"About 400 EUR","Voice 65dB / Noise 63dB / Ring 70dB",,,"Up to 10 h (multimedia)",,"Basemark X: 14781","Contrast ratio: 812 (nominal)","Photo / Video","Noise -93.7dB / Crosstalk -85.2dB",,,,,,,,,,
"Apple","iPhone 6 Plus","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - A1522 (GSM), A1522 (CDMA), A1524","1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41 - A1524","HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1522 (GSM), A1522 (CDMA), A1524","1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29 - A1522 GSM, A1522 CDMA","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, September 09","Available. Released 2014, September 19","158.1 x 77.8 x 7.1 mm (6.22 x 3.06 x 0.28 in)","172 g (6.07 oz)","Glass front (Gorilla Glass), aluminum back, aluminum frame","Nano-SIM","Apple Pay (Visa, MasterCard, AMEX certified)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~67.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Ion-strengthened glass, oleophobic coating",,"iOS 8, upgradable to iOS 12.4.6","Apple A8 (20 nm)","Dual-core 1.4 GHz Typhoon (ARM v8-based)","PowerVR GX6450 (quad-core graphics)","No","16GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",,"8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF, OIS","Dual-LED dual-tone flash, HDR","1080p@60fps, 720p@240fps","1.2 MP, f/2.2, 31mm (standard)","face detection, HDR, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS","Yes (Apple Pay only)","No","2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Siri natural language commands and dictation","Non-removable Li-Po 2915 mAh battery (11.1 Wh)",,"Space Gray, Silver, Gold","A1522, A1524","1.19 W/kg (head)     1.19 W/kg (body)   �","0.99 W/kg (head)     0.91 W/kg (body)   �","$ 139.96","Voice 67dB / Noise 65dB / Ring 66dB",,,"Up to 24 h (3G)","Up to 80 h",,"Contrast ratio: 1361 (nominal), 3.023 (sunlight)","Photo / Video","Noise -94dB / Crosstalk -72dB","Endurance rating 79h",,,"Up to 384 h (3G)",,,"16-bit/44.1kHz audio",,,
"Apple","iPhone 6","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - A1549 (GSM), A1549 (CDMA), A1586","1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41 - A1586","HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1549 (GSM), A1549 (CDMA), A1586","1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29 - A1549 GSM, A1549 CDMA","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, September 09","Available. Released 2014, September 19","138.1 x 67 x 6.9 mm (5.44 x 2.64 x 0.27 in)","129 g (4.55 oz)","Glass front (Gorilla Glass), aluminum back, aluminum frame","Nano-SIM","Apple Pay (Visa, MasterCard, AMEX certified)","IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm (~65.8% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","Ion-strengthened glass, oleophobic coating",,"iOS 8, upgradable to iOS 12.4.6","Apple A8 (20 nm)","Dual-core 1.4 GHz Typhoon (ARM v8-based)","PowerVR GX6450 (quad-core graphics)","No","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",,"8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF","Dual-LED dual-tone flash, HDR","1080p@60fps, 720p@240fps","1.2 MP, f/2.2, 31mm (standard)","face detection, HDR, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS","Yes (Apple Pay only)","No","2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Siri natural language commands and dictation","Non-removable Li-Po 1810 mAh battery (6.9 Wh)",,"Space Gray, Silver, Gold","A1549, A1586, A1589, A1522, A1524, A1593","1.18 W/kg (head)     1.18 W/kg (body)   �","0.98 W/kg (head)     0.97 W/kg (body)   �","$ 108.99 / € 94.22 / £ 135.00","Voice 66dB / Noise 65dB / Ring 72dB",,,"Up to 14 h (3G)","Up to 50 h","Basemark X: 15841","Contrast ratio: 1213 (nominal), 3.838 (sunlight)","Photo / Video","Noise -94dB / Crosstalk -73.4dB","Endurance rating 61h",,,"Up to 250 h (3G)",,,"16-bit/44.1kHz audio",,,
"Apple","iPad Air","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, October 22","Available. Released 2013, November 01","240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in)","469 g (Wi-Fi) / 478 g (3G/LTE) (1.03 lb)","Glass front, aluminum back, aluminum frame","Nano-SIM",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 7, upgradable to iPadOS 12.4.6","Apple A7 (28 nm)","Dual-core 1.3 GHz Cyclone (ARM v8-based)","PowerVR G6430 (quad-core graphics)","No","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",,"5 MP, f/2.4, 33mm (standard), AF","HDR","1080p@30fps","1.2 MP","face detection, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS (3G/LTE model only)",,"No","2.0, proprietary reversible connector","Accelerometer, gyro, compass","Siri natural language commands and dictation","Non-removable Li-Po 8600 mAh battery (32.4 Wh)",,"Space Gray, Silver","A1474, A1475, A1476","1.18 W/kg (body)   �","0.99 W/kg (body)   �","About 350 EUR","Voice 67dB / Noise 65dB / Ring 76dB",,,"Up to 10 h (multimedia)",,"Basemark X: 13597","Contrast ratio: 968:1 (nominal) / 2.504:1 (sunlight)","Photo / Video","Noise -93.9dB / Crosstalk -89.9dB",,,,,,,,,,
"Apple","iPad mini 2","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","1, 2, 3, 5, 7, 8, 18, 19, 20, 38, 39, 40 - A1491","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26 - A1490","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, October. Released 2013, November","Discontinued","200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in)","331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz)",,"Nano-SIM",,"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm (~71.7% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)","Oleophobic coating",,"iOS 7, upgradable to iPadOS 12.4.6","Apple A7 (28 nm)","Dual-core 1.3 GHz Cyclone (ARM v8-based)","PowerVR G6430 (quad-core graphics)","No","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",,"5 MP, f/2.4, 33mm (standard), AF","HDR","1080p@30fps","1.2 MP","face detection, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",,"No","2.0, proprietary reversible connector","Accelerometer, gyro, compass","Siri natural language commands and dictation","Non-removable Li-Po 6470 mAh battery (24.3 Wh)",,"Space Gray/Black, Silver/White","A1489, A1490, A1491","1.19 W/kg (body)   �","0.99 W/kg (body)   �","About 270 EUR","Voice 65dB / Noise 62dB / Ring 72dB",,,"Up to 10 h (multimedia)",,"Basemark X: 13286","Contrast ratio: 804:1 (nominal)","Photo / Video","Noise -93.8dB / Crosstalk -82.9dB",,,,,,,,,,
"Apple","iPhone 5s","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - all models","1, 2, 3, 5, 7, 8, 20, 38, 39, 40 - A1530","HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1533 (GSM), A1453","1, 2, 3, 4, 5, 8, 13, 17, 19, 20, 25 - A1533 GSM, A1533 CDMA","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, September 10","Available. Released 2013, September 20","123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in)","112 g (3.95 oz)","Glass front (Gorilla Glass), aluminum back, aluminum frame","Nano-SIM",,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","Corning Gorilla Glass, oleophobic coating",,"iOS 7, upgradable to iOS 12.4.6","Apple A7 (28 nm)","Dual-core 1.3 GHz Cyclone (ARM v8-based)","PowerVR G6430 (quad-core graphics)","No","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM",,"8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, AF","Dual-LED dual-tone flash, HDR","1080p@30fps, 720p@120fps","1.2 MP, f/2.4, 31mm (standard)","face detection, HDR, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,"No","2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Siri natural language commands and dictation","Non-removable Li-Po 1560 mAh battery (5.92 Wh)",,"Space Gray, White/Silver, Gold","A1453, A1457, A1518, A1528, A1530, A1533","1.12 W/kg (head)     1.18 W/kg (body)   �","1.00 W/kg (head)     0.80 W/kg (body)   �","About 330 EUR","Voice 68dB / Noise 66dB / Ring 69dB",,,"Up to 10 h (2G) / Up to 10 h (3G)","Up to 40 h","Basemark X: 14341","Contrast ratio: 1219:1 (nominal) / 3.565:1 (sunlight)","Photo / Video","Noise -93.6dB / Crosstalk -90.3dB","Endurance rating 54h",,,"Up to 250 h (2G) / Up to 250 h (3G)",,,"16-bit/44.1kHz audio",,,
"Apple","iPhone 5c","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - all versions","1, 2, 3, 5, 7, 8, 20, 38, 39, 40 - A1529","HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1532 (GSM), A1532 (CDMA), A1456","1, 2, 3, 4, 5, 8, 13, 17, 19, 20, 25 - A1532 GSM, A1532 CDMA","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, September 10","Available. Released 2013, September 20","124.4 x 59.2 x 9 mm (4.90 x 2.33 x 0.35 in)","132 g (4.66 oz)","Glass front, plastic back, plastic frame","Nano-SIM",,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm (~59.9% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)",,,"iOS 7, upgradable to iOS 10.3.3","Apple A6 (32 nm)","Dual-core 1.3 GHz Swift (ARM v7-based)","PowerVR SGX 543MP3 (triple-core graphics)","No","8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM",,"8 MP, f/2.4, 33mm (standard), 1/3.2"", 1.4µm, AF","LED flash, panorama, HDR","1080p@30fps","1.2 MP","face detection, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",,"No","2.0, proprietary reversible connector","Accelerometer, gyro, proximity, compass","Siri natural language commands and dictation","Non-removable Li-Po 1510 mAh battery (5.73 Wh)",,"White, Blue, Green, Yellow, Pink","A1456, A1507, A1516, A1529, A1532","1.15 W/kg (head)     1.17 W/kg (body)   �","1.00 W/kg (head)     0.96 W/kg (body)   �","About 300 EUR","Voice 66dB / Noise 65dB / Ring 66dB",,,"Up to 10 h (3G)","Up to 40 h","Basemark X: 2225","Contrast ratio: 1233:1 (nominal) / 3.512:1 (sunlight)","Photo / Video","Noise -93.9dB / Crosstalk -80.3dB","Endurance rating 52h",,,"Up to 250 h (2G) / Up to 250 h (3G)",,,"16-bit/44.1kHz audio",,,
"Apple","iPad mini Wi-Fi","No cellular connectivity","N/A",,,,,"2012, October. Released 2012, November","Discontinued","200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in)","308 g (10.86 oz)",,"No",,"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm (~71.7% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~162 ppi density)","Oleophobic coating",,"iOS 6, upgradable to iOS 9.3.5","Apple A5 (45 nm)","Dual-core 1.0 GHz Cortex-A9","PowerVR SGX543MP2","No","16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",,"5 MP, AF",,"1080p@30fps","1.2 MP","Face detection, FaceTime over Wi-Fi","720p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, EDR","No",,"No","2.0, proprietary reversible connector","Accelerometer, gyro, compass","Siri natural language commands and dictation","Non-removable Li-Po 4490 mAh battery (16.7 Wh)",,"Black/Slate, White/Silver","A1432",,,"About 200 EUR",,,,"Up to 10 h (multimedia)",,,,"Photo / Video",,,,,,"No","No",,,,
"Apple","iPad mini Wi-Fi + Cellular","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900  - A1454; A1455","LTE 700 / 850 / 1800 / 1900 / 2100  - A1455","HSDPA 850 / 900 / 1900 / 2100  - A1454; A1455","4, 17 - A1454","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, October. Released 2012, November","Discontinued","200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in)","312 g (11.01 oz)",,"Nano-SIM",,"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm (~71.7% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~162 ppi density)","Oleophobic coating",,"iOS 6, upgradable to iOS 9.3.5","Apple A5 (45 nm)","Dual-core 1.0 GHz Cortex-A9","PowerVR SGX543MP2","No","16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",,"5 MP, AF",,"1080p@30fps","1.2 MP","face detection, FaceTime over Wi-Fi or Cellular","720p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",,"No","2.0, proprietary reversible connector","Accelerometer, gyro, compass","Siri natural language commands and dictation","Non-removable Li-Po 4490 mAh battery (16.7 Wh)",,"Black/Slate, White/Silver",,,,"About 300 EUR","Voice 68dB / Noise 65dB / Ring 75dB",,,"Up to 10 h (multimedia)",,,"Contrast ratio: 812:1 (nominal)",,"Noise -82.8dB / Crosstalk -80.8dB",,,,,,,,,,
"Apple","iPad 4 Wi-Fi","No cellular connectivity","N/A",,,,,"2012, October. Released 2012, November","Discontinued","241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in)","652 g (1.44 lb)",,"No",,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 6, upgradable to iOS 10.3","Apple A6X (32 nm)","Dual-core 1.4 GHz","PowerVR SGX554MP4 (quad-core graphics)","No","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",,"5 MP, AF",,"1080p@30fps","1.2 MP","Face detection, FaceTime over Wi-Fi","720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP","No",,"No","2.0, proprietary reversible connector","Accelerometer, gyro, compass","Siri natural language commands and dictation","Non-removable Li-Po 11560 mAh battery (42.5 Wh)",,"Black, White",,,,"About 350 EUR",,,,"Up to 10 h",,,,"Photo / Video",,,,,"Up to 720 h","No","No",,,,
